comment,polarity
এতো সুন্দর ভাবে উপস্থাপন করা নাটক এই প্রথম দেখলাম বেশি ভালো লেগেছে নামাজের দিক টি তুলে ধরার জন্য,Positive
নাটক টা কিন্তু সেরা ভাই বর্তমান জন্য   ,Positive
আজ থেকে  -  আগে  এরকম পরিবার বাস্তবে ছিল    শাহানাজ খুশি অসম্ভব  ভালো অভিনয়  করেছেন ,Positive
আরফান নিশো ভাই আর তিশা আপু আপনাদের দুজনেই ওভিনয় আমার কাছে অনেক ভালো লেগেছে  ধন্যবাদ,Positive
এক একটা বিয়াদফ,Negative
কোথায় যে কমতি ছিলো পরিপূর্ণ নাটক হয় নি ,Negative
Nisho আগে ভালো ছিল  এখন শুধু মাখামাখি Type Scene গুলো দেয় নাটক গুলো তে  ভালো লাগে না  আর এখন এসব ফালতু নাটক গুলোর Dialog এবং গল্প কোনটাই ভালো না  জঘন্য অবস্থা  কিছু কিছু ভালো নাটক ছাড়া এখন সব ই জঘন্য,Negative
অপূর্ব মানেই অসাধারন ,Positive
সালে আমার বেস্ট নাটক   নিশু বস তুমি পার ভাল কিছু করে দেখাতে    অল দা বেস্ট নিশু বস,Positive
পার্কে এক আপু দাঁড়িয়ে দাড়িয়ে কিস খাইতেছিলো বললাম বসে খান বসে খাওয়া সুন্নাত  অমনি আমাকে বেয়াদব বইলা গালি দিল বয়ফ্রেন্ড তেড়ে মারতে এল ,Negative
চমৎকার!!!!,Positive
নিসো &তিশা দারুন জুটি,Positive
নাটকটা অনেক সুন্দর হয়েছে কিছুটা আমার জীবনের সাথে মিলে,Positive
নাটক টা ভালো লাগলো,Positive
এগুলা নাটক!!!,Negative
মাল ঠিক আছে  কিন্তু কারিগর ঠিক নাই এই স্ক্রিপ্ট রাইটার কই যে পয়দা হয় অনন্ত জলিল  জায়েদ খান এর পর এই রাইটার ভার একটা  মোশারফ করিমের প্রতিভাটাকে নষ্ট করা ছাড়া আর কিছু না ,Negative
জীবনের সমীকরণ নাটকের মতো এতো মসৃন নয় তবে সঠিক মানুষকে যদি সঠিক সময়ে আশা করে তাতে ফলাফল এরকম হতে পারে আর একটা ভাল মেয়ে একটা ছেলেকে পাল্টে দিতে পারে নিঃসন্দেহে শালীনতা এবং ধর্মিয় ভাবধারাটা অসম্ভব ভাল লেগেছে ভীনদেশী কালচার আর অশালীন পোষাকের নোংরামী থেকে বের হয়ে আমাদের আসল সংস্কৃতি তথা ইসলামী সংস্কৃতির দিকে এগিয়ে আসা সময়ের দাবী ধন্যবাদ পরিচালক এবং কলাকুশলী সহ সবাইকে ,Positive
